MODEL,PRICE,KM,MFG YEAR,VEHICLE COLOR,FUEL TYPE,VEHICLE TYPE
TIGOR XZ,566000,55000,2018,PURE SILVER,PETROL,MANUAL
TIGOR XZ,519000,79000,2017,ARIZONA BLUE,PETROL,MANUAL
TIGOR XZ,523000,68000,2017,DAYTONA GREY,PETROL,MANUAL
TIGOR XMA AT,753000,27000,2020,DEEP RED,PETROL,AMT
TIGOR XMA AT,715000,28000,2020,PEARLESCENT WHITE,PETROL,AMT
TIGOR XMA AT,658000,53000,2019,PURE SILVER,PETROL,AMT
TIGOR XMA AT,578000,54000,2018,ARIZONA BLUE,PETROL,AMT
TIGOR XMA AT,645000,58000,2019,DAYTONA GREY,PETROL,AMT
TIGOR XZ PLUS,527000,71000,2017,DEEP RED,PETROL,MANUAL
TIGOR XZ PLUS,715000,28000,2020,PEARLESCENT WHITE,PETROL,MANUAL
TIGOR XZ PLUS,589000,67000,2017,PURE SILVER,PETROL,MANUAL
TIGOR XZ PLUS,778000,39000,2020,ARIZONA BLUE,PETROL,MANUAL
TIGOR XZ PLUS,768000,27000,2020,DAYTONA GREY,PETROL,MANUAL
TIGOR XZA PLUS AMT,648000,78000,2017,DEEP RED,PETROL,AMT
TIGOR XZA PLUS AMT,618000,31000,2020,PEARLESCENT WHITE,PETROL,AMT
TIGOR XZA PLUS AMT,688000,74000,2018,PURE SILVER,PETROL,AMT
TIGOR XZA PLUS AMT,788000,72000,2019,ARIZONA BLUE,PETROL,AMT
TIGOR XZA PLUS AMT,692000,71000,2018,DAYTONA GREY,PETROL,AMT
TIAGO XE,452000,47000,2020,VECTORY YELLOW,PETROL,MANUAL
TIAGO XE,427000,57000,2019,TECTONIC BLUE,PETROL,MANUAL
TIAGO XE,347000,70000,2018,FLAME RED,PETROL,MANUAL
TIAGO XE,352000,67000,2017,PEARLESCENT WHITE,PETROL,MANUAL
TIAGO XE,327000,77000,2016,PURE SILVER,PETROL,MANUAL
TIAGO XE,357000,64000,2020,DAYTONA GREY,PETROL,MANUAL
TIAGO XT,456000,55000,2019,VECTORY YELLOW,PETROL,MANUAL
TIAGO XT,527000,54000,2020,TECTONIC BLUE,PETROL,MANUAL
TIAGO XT,354000,66000,2017,FLAME RED,PETROL,MANUAL
TIAGO XT,357000,86000,2016,PEARLESCENT WHITE,PETROL,MANUAL
TIAGO XT,352000,66000,2018,PURE SILVER,PETROL,MANUAL
TIAGO XT,382000,54000,2019,DAYTONA GREY,PETROL,MANUAL
TIAGO XZ,455000,24000,2016,VECTORY YELLOW,PETROL,MANUAL
TIAGO XZ,562000,69000,2019,TECTONIC BLUE,PETROL,MANUAL
TIAGO XZ,622000,54000,2020,FLAME RED,PETROL,MANUAL
TIAGO XZ,452000,25000,2016,PEARLESCENT WHITE,PETROL,MANUAL
TIAGO XZ,492000,78000,2017,PURE SILVER,PETROL,MANUAL
TIAGO XZ,352000,66000,2018,DAYTONA GREY,PETROL,MANUAL
TIAGO Z PLUS,562000,68000,2019,VECTORY YELLOW,PETROL,MANUAL
TIAGO Z PLUS,527000,70000,2018,TECTONIC BLUE,PETROL,MANUAL
TIAGO Z PLUS,577000,56000,2018,FLAME RED,PETROL,MANUAL
TIAGO Z PLUS,622000,54000,2020,PEARLESCENT WHITE,PETROL,MANUAL
TIAGO Z PLUS,492000,80000,2017,PURE SILVER,PETROL,MANUAL
TIAGO Z PLUS,452000,65000,2018,DAYTONA GREY,PETROL,MANUAL
TIAGO Z PLUS DUAL TONE ROOF,544000,82000,2017,VECTORY YELLOW,PETROL,MANUAL
TIAGO Z PLUS DUAL TONE ROOF,624000,37000,2020,TECTONIC BLUE,PETROL,MANUAL
TIAGO Z PLUS DUAL TONE ROOF,544000,82000,2017,FLAME RED,PETROL,MANUAL
TIAGO Z PLUS DUAL TONE ROOF,612000,50000,2020,PEARLESCENT WHITE,PETROL,MANUAL
TIAGO Z PLUS DUAL TONE ROOF,577000,56000,2018,PURE SILVER,PETROL,MANUAL
TIAGO Z PLUS DUAL TONE ROOF,594000,47000,2019,DAYTONA GREY,PETROL,MANUAL
TIAGO XZA AMT,591000,61000,2019,VECTORY YELLOW,PETROL,AMT
TIAGO XZA AMT,542000,80000,2016,TECTONIC BLUE,PETROL,AMT
TIAGO XZA AMT,527000,73000,2017,FLAME RED,PETROL,AMT
TIAGO XZA AMT,592000,61000,2019,PEARLESCENT WHITE,PETROL,AMT
TIAGO XZA AMT,584000,64000,2018,PURE SILVER,PETROL,AMT
TIAGO XZA AMT,487000,76000,2016,DAYTONA GREY,PETROL,AMT
TIAGO XZA PLUS AMT,542000,69000,2017,VECTORY YELLOW,PETROL,AMT
TIAGO XZA PLUS AMT,462000,74000,2016,TECTONIC BLUE,PETROL,AMT
TIAGO XZA PLUS AMT,587000,51000,2019,FLAME RED,PETROL,AMT
TIAGO XZA PLUS AMT,642000,50000,2020,PEARLESCENT WHITE,PETROL,AMT
TIAGO XZA PLUS AMT,572000,56000,2018,PURE SILVER,PETROL,AMT
TIAGO XZA PLUS AMT,472000,70000,2016,DAYTONA GREY,PETROL,AMT
TIAGO XZA PLUS DUAL TONE ROOF AMT,472000,75000,2016,VECTORY YELLOW,PETROL,AMT
TIAGO XZA PLUS DUAL TONE ROOF AMT,612000,22000,2020,TECTONIC BLUE,PETROL,AMT
TIAGO XZA PLUS DUAL TONE ROOF AMT,552000,77000,2018,FLAME RED,PETROL,AMT
TIAGO XZA PLUS DUAL TONE ROOF AMT,547000,84000,2017,PEARLESCENT WHITE,PETROL,AMT
TIAGO XZA PLUS DUAL TONE ROOF AMT,587000,64000,2019,PURE SILVER,PETROL,AMT
TIAGO XZA PLUS DUAL TONE ROOF AMT,622000,17000,2020,DAYTONA GREY,PETROL,AMT
HARRIER XE,1393000,57000,2020,TELESTO GREY,DIESEL,MANUAL
HARRIER XE,1387000,74000,2019,ORCUS WHITE,DIESEL,MANUAL
HARRIER XE,1582000,31000,2020,ATLAS BLACK,DIESEL,MANUAL
HARRIER XE,1422000,54000,2019,CALYPSO RED,DIESEL,MANUAL
HARRIER XE,1427000,47000,2019,SPARKLE COCOA,DIESEL,MANUAL
HARRIER XM,1532000,70000,2019,TELESTO GREY,DIESEL,MANUAL
HARRIER XM,1682000,63000,2020,ORCUS WHITE,DIESEL,MANUAL
HARRIER XM,1592000,48000,2020,ATLAS BLACK,DIESEL,MANUAL
HARRIER XM,1542000,67000,2019,CALYPSO RED,DIESEL,MANUAL
HARRIER XM,1592000,48000,2020,SPARKLE COCOA,DIESEL,MANUAL
HARRIER XMA AT,1777000,87000,2019,TELESTO GREY,DIESEL,AMT
HARRIER XMA AT,1886000,17000,2020,ORCUS WHITE,DIESEL,AMT
HARRIER XMA AT,1787000,77000,2019,ATLAS BLACK,DIESEL,AMT
HARRIER XMA AT,1877000,47000,2020,CALYPSO RED,DIESEL,AMT
HARRIER XMA AT,1862000,64000,2020,SPARKLE COCOA,DIESEL,AMT
HARRIER  CAMO XT,1881000,53000,2020,TELESTO GREY,DIESEL,MANUAL
HARRIER  CAMO XT,1791000,74000,2019,ORCUS WHITE,DIESEL,MANUAL
HARRIER  CAMO XT,1862000,64000,2020,ATLAS BLACK,DIESEL,MANUAL
HARRIER  CAMO XT,1854000,78000,2019,CALYPSO RED,DIESEL,MANUAL
HARRIER  CAMO XT,1772000,80000,2019,SPARKLE COCOA,DIESEL,MANUAL
HARRIER CAMO XT PLUS,1997000,47000,2020,TELESTO GREY,DIESEL,MANUAL
HARRIER CAMO XT PLUS,1992000,24000,2020,ORCUS WHITE,DIESEL,MANUAL
HARRIER CAMO XT PLUS,1997000,23000,2019,ATLAS BLACK,DIESEL,MANUAL
HARRIER CAMO XT PLUS,1987000,43000,2020,CALYPSO RED,DIESEL,MANUAL
HARRIER CAMO XT PLUS,1967000,67000,2019,SPARKLE COCOA,DIESEL,MANUAL
HARRIER XT,1827000,37000,2020,TELESTO GREY,DIESEL,MANUAL
HARRIER XT,1667000,79000,2019,ORCUS WHITE,DIESEL,MANUAL
HARRIER XT,1872000,27000,2020,ATLAS BLACK,DIESEL,MANUAL
HARRIER XT,1692000,74000,2019,CALYPSO RED,DIESEL,MANUAL
HARRIER XT,1687000,88000,2019,SPARKLE COCOA,DIESEL,MANUAL
HARRIER XT DARK EDITION,1851000,76000,2019,TELESTO GREY,DIESEL,MANUAL
HARRIER XT DARK EDITION,1892000,15000,2020,ORCUS WHITE,DIESEL,MANUAL
HARRIER XT DARK EDITION,1887000,37000,2020,ATLAS BLACK,DIESEL,MANUAL
HARRIER XT DARK EDITION,1817000,67000,2019,CALYPSO RED,DIESEL,MANUAL
HARRIER XT DARK EDITION,1877000,44000,2020,SPARKLE COCOA,DIESEL,MANUAL
HARRIER XT PLUS,1917000,44000,2020,TELESTO GREY,DIESEL,MANUAL
HARRIER XT PLUS,1822000,64000,2019,ORCUS WHITE,DIESEL,MANUAL
HARRIER XT PLUS,1922000,42000,2020,ATLAS BLACK,DIESEL,MANUAL
HARRIER XT PLUS,1806000,76000,2019,CALYPSO RED,DIESEL,MANUAL
HARRIER XT PLUS,1816000,75000,2019,SPARKLE COCOA,DIESEL,MANUAL
HARRIER XT PLUS DARK EDITION,1897000,70000,2019,TELESTO GREY,DIESEL,MANUAL
HARRIER XT PLUS DARK EDITION,1974000,54000,2020,ORCUS WHITE,DIESEL,MANUAL
HARRIER XT PLUS DARK EDITION,1892000,51000,2019,ATLAS BLACK,DIESEL,MANUAL
HARRIER XT PLUS DARK EDITION,1977000,37000,2020,CALYPSO RED,DIESEL,MANUAL
HARRIER XT PLUS DARK EDITION,1982000,24000,2020,SPARKLE COCOA,DIESEL,MANUAL
HARRIER CAMO XZ,2027000,47000,2019,TELESTO GREY,DIESEL,MANUAL
HARRIER CAMO XZ,2022000,56000,2020,ORCUS WHITE,DIESEL,MANUAL
HARRIER CAMO XZ,2072000,21000,2019,ATLAS BLACK,DIESEL,MANUAL
HARRIER CAMO XZ,2127000,54000,2020,CALYPSO RED,DIESEL,MANUAL
HARRIER CAMO XZ,1987000,67000,2019,SPARKLE COCOA,DIESEL,MANUAL
HARRIER XZ,1847000,66000,2019,TELESTO GREY,DIESEL,MANUAL
HARRIER XZ,1972000,49000,2020,ORCUS WHITE,DIESEL,MANUAL
HARRIER XZ,1827000,87000,2019,ATLAS BLACK,DIESEL,MANUAL
HARRIER XZ,1977000,40000,2020,CALYPSO RED,DIESEL,MANUAL
HARRIER XZ,2017000,17000,2020,SPARKLE COCOA,DIESEL,MANUAL
HARRIER XZ DUAL TONE,1982000,66000,2019,TELESTO GREY,DIESEL,MANUAL
HARRIER XZ DUAL TONE,1987000,43000,2020,ORCUS WHITE,DIESEL,MANUAL
HARRIER XZ DUAL TONE,1852000,84000,2019,ATLAS BLACK,DIESEL,MANUAL
HARRIER XZ DUAL TONE,1992000,38000,2020,CALYPSO RED,DIESEL,MANUAL
HARRIER XZ DUAL TONE,1877000,70000,2019,SPARKLE COCOA,DIESEL,MANUAL
HARRIER CAMO XZ PLUS,2032000,48000,2020,TELESTO GREY,DIESEL,MANUAL
HARRIER CAMO XZ PLUS,1932000,70000,2019,ORCUS WHITE,DIESEL,MANUAL
HARRIER CAMO XZ PLUS,2047000,17000,2020,ATLAS BLACK,DIESEL,MANUAL
HARRIER CAMO XZ PLUS,1936000,74000,2019,CALYPSO RED,DIESEL,MANUAL
HARRIER CAMO XZ PLUS,2037000,24000,2020,SPARKLE COCOA,DIESEL,MANUAL
HARRIER XZ PLUS,2177000,49000,2020,TELESTO GREY,DIESEL,MANUAL
HARRIER XZ PLUS,2054000,78000,2019,ORCUS WHITE,DIESEL,MANUAL
HARRIER XZ PLUS,2157000,62000,2020,ATLAS BLACK,DIESEL,MANUAL
HARRIER XZ PLUS,2067000,76000,2019,CALYPSO RED,DIESEL,MANUAL
HARRIER XZ PLUS,2047000,57000,2019,SPARKLE COCOA,DIESEL,MANUAL
HARRIER CAMO XZA AT,2147000,67000,2019,TELESTO GREY,DIESEL,AMT
HARRIER CAMO XZA AT,2179000,49000,2020,ORCUS WHITE,DIESEL,AMT
HARRIER CAMO XZA AT,2127000,76000,2019,ATLAS BLACK,DIESEL,AMT
HARRIER CAMO XZA AT,2167000,53000,2020,CALYPSO RED,DIESEL,AMT
HARRIER CAMO XZA AT,2177000,27000,2020,SPARKLE COCOA,DIESEL,AMT
HARRIER XZ DARK EDITION,1987000,60000,2020,TELESTO GREY,DIESEL,MANUAL
HARRIER XZ DARK EDITION,1946000,67000,2019,ORCUS WHITE,DIESEL,MANUAL
HARRIER XZ DARK EDITION,2027000,32000,2020,ATLAS BLACK,DIESEL,MANUAL
HARRIER XZ DARK EDITION,1947000,71000,2019,CALYPSO RED,DIESEL,MANUAL
HARRIER XZ DARK EDITION,1937000,69000,2019,SPARKLE COCOA,DIESEL,MANUAL
HARRIER XZA AT,2193000,56000,2020,TELESTO GREY,DIESEL,AMT
HARRIER XZA AT,2082000,80000,2019,ORCUS WHITE,DIESEL,AMT
HARRIER XZA AT,2097000,78000,2019,ATLAS BLACK,DIESEL,AMT
HARRIER XZA AT,2196000,71000,2020,CALYPSO RED,DIESEL,AMT
HARRIER XZA AT,2184000,69000,2020,SPARKLE COCOA,DIESEL,AMT
HARRIER  XZA DUAL TONE AT,2067000,77000,2019,TELESTO GREY,DIESEL,AMT
HARRIER  XZA DUAL TONE AT,2154000,32000,2020,ORCUS WHITE,DIESEL,AMT
HARRIER  XZA DUAL TONE AT,2127000,60000,2020,ATLAS BLACK,DIESEL,AMT
HARRIER  XZA DUAL TONE AT,2147000,45000,2020,CALYPSO RED,DIESEL,AMT
HARRIER  XZA DUAL TONE AT,2097000,66000,2019,SPARKLE COCOA,DIESEL,AMT
HARRIER XZ PLUS DUAL TONE,2073000,74000,2019,TELESTO GREY,DIESEL,MANUAL
HARRIER XZ PLUS DUAL TONE,2167000,37000,2020,ORCUS WHITE,DIESEL,MANUAL
HARRIER XZ PLUS DUAL TONE,2166000,43000,2020,ATLAS BLACK,DIESEL,MANUAL
HARRIER XZ PLUS DUAL TONE,2157000,41000,2020,CALYPSO RED,DIESEL,MANUAL
HARRIER XZ PLUS DUAL TONE,2087000,62000,2019,SPARKLE COCOA,DIESEL,MANUAL
HARRIER  XZ PLUS DARK EDITION,2170000,51000,2020,TELESTO GREY,DIESEL,MANUAL
HARRIER  XZ PLUS DARK EDITION,2076000,76000,2019,ORCUS WHITE,DIESEL,MANUAL
HARRIER  XZ PLUS DARK EDITION,2077000,74000,2019,ATLAS BLACK,DIESEL,MANUAL
HARRIER  XZ PLUS DARK EDITION,2075000,77000,2019,CALYPSO RED,DIESEL,MANUAL
HARRIER  XZ PLUS DARK EDITION,2177000,37000,2020,SPARKLE COCOA,DIESEL,MANUAL
HARRIER XZA DARK EDITION AT,2170000,51000,2020,TELESTO GREY,DIESEL,AMT
HARRIER XZA DARK EDITION AT,2076000,77000,2019,ORCUS WHITE,DIESEL,AMT
HARRIER XZA DARK EDITION AT,2077000,74000,2019,ATLAS BLACK,DIESEL,AMT
HARRIER XZA DARK EDITION AT,2089000,66000,2019,CALYPSO RED,DIESEL,AMT
HARRIER XZA DARK EDITION AT,2177000,37000,2020,SPARKLE COCOA,DIESEL,AMT
HARRIER CAMO XZA PLUS AT,2161000,76000,2019,TELESTO GREY,DIESEL,AMT
HARRIER CAMO XZA PLUS AT,2287000,54000,2020,ORCUS WHITE,DIESEL,AMT
HARRIER CAMO XZA PLUS AT,2306000,38000,2020,ATLAS BLACK,DIESEL,AMT
HARRIER CAMO XZA PLUS AT,2307000,37000,2020,CALYPSO RED,DIESEL,AMT
HARRIER CAMO XZA PLUS AT,2162000,75000,2019,SPARKLE COCOA,DIESEL,AMT
HARRIER XZA PLUS AT,2157000,80000,2019,TELESTO GREY,DIESEL,AMT
HARRIER XZA PLUS AT,2277000,68000,2020,ORCUS WHITE,DIESEL,AMT
HARRIER XZA PLUS AT,2154000,78000,2019,ATLAS BLACK,DIESEL,AMT
HARRIER XZA PLUS AT,2282000,67000,2020,CALYPSO RED,DIESEL,AMT
HARRIER XZA PLUS AT,2160000,75000,2019,SPARKLE COCOA,DIESEL,AMT
HARRIER XZA PLUS DUAL TONE AT,2152000,80000,2019,TELESTO GREY,DIESEL,AMT
HARRIER XZA PLUS DUAL TONE AT,2987000,59000,2020,ORCUS WHITE,DIESEL,AMT
HARRIER XZA PLUS DUAL TONE AT,2192000,23000,2020,ATLAS BLACK,DIESEL,AMT
HARRIER XZA PLUS DUAL TONE AT,2162000,76000,2019,CALYPSO RED,DIESEL,AMT
HARRIER XZA PLUS DUAL TONE AT,2186000,27000,2020,SPARKLE COCOA,DIESEL,AMT
HARRIER XZA PLUS DARK EDITION AT,2147000,50000,2020,TELESTO GREY,DIESEL,AMT
HARRIER XZA PLUS DARK EDITION AT,2174000,73000,2019,ORCUS WHITE,DIESEL,AMT
HARRIER XZA PLUS DARK EDITION AT,2177000,79000,2019,ATLAS BLACK,DIESEL,AMT
HARRIER XZA PLUS DARK EDITION AT,2292000,34000,2020,CALYPSO RED,DIESEL,AMT
HARRIER XZA PLUS DARK EDITION AT,2167000,75000,2019,SPARKLE COCOA,DIESEL,AMT
NEXON XE DIESEL,827000,55000,2019,TECTONIC BLUE,DIESEL,MANUAL
NEXON XE DIESEL,977000,47000,2020,FLAME RED,DIESEL,MANUAL
NEXON XE DIESEL,832000,54000,2019,CALGARY WHITE,DIESEL,MANUAL
NEXON XE DIESEL,717000,74000,2017,FOLIAGE GREEN,DIESEL,MANUAL
NEXON XE DIESEL,987000,57000,2020,PURE SILVER,DIESEL,MANUAL
NEXON XE DIESEL,777000,76000,2018,DAYTONA GREY,DIESEL,MANUAL
NEXON XM DIESEL,732000,54000,2017,TECTONIC BLUE,DIESEL,MANUAL
NEXON XM DIESEL,774000,73000,2018,FLAME RED,DIESEL,MANUAL
NEXON XM DIESEL,786000,78000,2018,CALGARY WHITE,DIESEL,MANUAL
NEXON XM DIESEL,989000,53000,2020,FOLIAGE GREEN,DIESEL,MANUAL
NEXON XM DIESEL,842000,67000,2019,PURE SILVER,DIESEL,MANUAL
NEXON XM DIESEL,752000,51000,2017,DAYTONA GREY,DIESEL,MANUAL
NEXON XM DIESEL S,776000,76000,2018,TECTONIC BLUE,DIESEL,MANUAL
NEXON XM DIESEL S,979000,54000,2020,FLAME RED,DIESEL,MANUAL
NEXON XM DIESEL S,887000,67000,2019,CALGARY WHITE,DIESEL,MANUAL
NEXON XM DIESEL S,795000,83000,2017,FOLIAGE GREEN,DIESEL,MANUAL
NEXON XM DIESEL S,877000,70000,2019,PURE SILVER,DIESEL,MANUAL
NEXON XM DIESEL S,977000,51000,2020,DAYTONA GREY,DIESEL,MANUAL
NEXON XMA AMT DIESEL,952000,70000,2018,TECTONIC BLUE,DIESEL,AMT
NEXON XMA AMT DIESEL,937000,77000,2017,FLAME RED,DIESEL,AMT
NEXON XMA AMT DIESEL,1027000,60000,2019,CALGARY WHITE,DIESEL,AMT
NEXON XMA AMT DIESEL,927000,71000,2017,FOLIAGE GREEN,DIESEL,AMT
NEXON XMA AMT DIESEL,954000,66000,2018,PURE SILVER,DIESEL,AMT
NEXON XMA AMT DIESEL,1077000,37000,2020,DAYTONA GREY,DIESEL,AMT
NEXON XMA AMT DIESEL S,1077000,41000,2020,TECTONIC BLUE,DIESEL,AMT
NEXON XMA AMT DIESEL S,957000,76000,2017,FLAME RED,DIESEL,AMT
NEXON XMA AMT DIESEL S,987000,67000,2018,CALGARY WHITE,DIESEL,AMT
NEXON XMA AMT DIESEL S,1032000,60000,2019,FOLIAGE GREEN,DIESEL,AMT
NEXON XMA AMT DIESEL S,932000,71000,2017,PURE SILVER,DIESEL,AMT
NEXON XMA AMT DIESEL S,1079000,38000,2020,DAYTONA GREY,DIESEL,AMT
NEXON XZ DIESEL,1137000,47000,2019,TECTONIC BLUE,DIESEL,MANUAL
NEXON XZ DIESEL,1127000,61000,2020,FLAME RED,DIESEL,MANUAL
NEXON XZ DIESEL,1132000,53000,2019,CALGARY WHITE,DIESEL,MANUAL
NEXON XZ DIESEL,1064000,74000,2018,FOLIAGE GREEN,DIESEL,MANUAL
NEXON XZ DIESEL,1152000,37000,2020,PURE SILVER,DIESEL,MANUAL
NEXON XZ DIESEL,922000,79000,2017,DAYTONA GREY,DIESEL,MANUAL
NEXON XZ PLUS DIESEL,1187000,71000,2017,TECTONIC BLUE,DIESEL,MANUAL
NEXON XZ PLUS DIESEL,1277000,47000,2020,FLAME RED,DIESEL,MANUAL
NEXON XZ PLUS DIESEL,1247000,55000,2019,CALGARY WHITE,DIESEL,MANUAL
NEXON XZ PLUS DIESEL,1242000,67000,2018,FOLIAGE GREEN,DIESEL,MANUAL
NEXON XZ PLUS DIESEL,1248000,63000,2018,PURE SILVER,DIESEL,MANUAL
NEXON XZ PLUS DIESEL,1197000,71000,2017,DAYTONA GREY,DIESEL,MANUAL
NEXON XZ  PLUS DUAL TONE ROOF DIESEL,1187000,82000,2017,TECTONIC BLUE,DIESEL,MANUAL
NEXON XZ  PLUS DUAL TONE ROOF DIESEL,1286000,40000,2020,FLAME RED,DIESEL,MANUAL
NEXON XZ  PLUS DUAL TONE ROOF DIESEL,1282000,53000,2020,CALGARY WHITE,DIESEL,MANUAL
NEXON XZ  PLUS DUAL TONE ROOF DIESEL,1252000,60000,2019,FOLIAGE GREEN,DIESEL,MANUAL
NEXON XZ  PLUS DUAL TONE ROOF DIESEL,1192000,80000,2017,PURE SILVER,DIESEL,MANUAL
NEXON XZ  PLUS DUAL TONE ROOF DIESEL,1247000,66000,2018,DAYTONA GREY,DIESEL,MANUAL
NEXON XZ PLUS DIESEL S,1180000,70000,2017,TECTONIC BLUE,DIESEL,MANUAL
NEXON XZ PLUS DIESEL S,1237000,73000,2018,FLAME RED,DIESEL,MANUAL
NEXON XZ PLUS DIESEL S,1327000,56000,2019,CALGARY WHITE,DIESEL,MANUAL
NEXON XZ PLUS DIESEL S,1327000,27000,2020,FOLIAGE GREEN,DIESEL,MANUAL
NEXON XZ PLUS DIESEL S,1227000,69000,2018,PURE SILVER,DIESEL,MANUAL
NEXON XZ PLUS DIESEL S,1172000,75000,2017,DAYTONA GREY,DIESEL,MANUAL
NEXON XZ PLUS DUAL TONE ROOF DIESEL S,1187000,77000,2017,TECTONIC BLUE,DIESEL,MANUAL
NEXON XZ PLUS DUAL TONE ROOF DIESEL S,1347000,36000,2020,FLAME RED,DIESEL,MANUAL
NEXON XZ PLUS DUAL TONE ROOF DIESEL S,1184000,77000,2017,CALGARY WHITE,DIESEL,MANUAL
NEXON XZ PLUS DUAL TONE ROOF DIESEL S,1352000,37000,2020,FOLIAGE GREEN,DIESEL,MANUAL
NEXON XZ PLUS DUAL TONE ROOF DIESEL S,1344000,61000,2019,PURE SILVER,DIESEL,MANUAL
NEXON XZ PLUS DUAL TONE ROOF DIESEL S,1126000,69000,2018,DAYTONA GREY,DIESEL,MANUAL
NEXON XZ PLUS (O) DIESEL,1357000,34000,2020,TECTONIC BLUE,DIESEL,MANUAL
NEXON XZ PLUS (O) DIESEL,1129000,60000,2018,FLAME RED,DIESEL,MANUAL
NEXON XZ PLUS (O) DIESEL,1347000,47000,2019,CALGARY WHITE,DIESEL,MANUAL
NEXON XZ PLUS (O) DIESEL,1192000,70000,2017,FOLIAGE GREEN,DIESEL,MANUAL
NEXON XZ PLUS (O) DIESEL,1189000,69000,2017,PURE SILVER,DIESEL,MANUAL
NEXON XZ PLUS (O) DIESEL,1245000,58000,2018,DAYTONA GREY,DIESEL,MANUAL
NEXON XZ PLUS DUAL TONE ROOF (O) DIESEL,1362000,41000,2020,TECTONIC BLUE,DIESEL,MANUAL
NEXON XZ PLUS DUAL TONE ROOF (O) DIESEL,1195000,63000,2017,FLAME RED,DIESEL,MANUAL
NEXON XZ PLUS DUAL TONE ROOF (O) DIESEL,1352000,49000,2019,CALGARY WHITE,DIESEL,MANUAL
NEXON XZ PLUS DUAL TONE ROOF (O) DIESEL,1132000,59000,2018,FOLIAGE GREEN,DIESEL,MANUAL
NEXON XZ PLUS DUAL TONE ROOF (O) DIESEL,1359000,37000,2020,PURE SILVER,DIESEL,MANUAL
NEXON XZ PLUS DUAL TONE ROOF (O) DIESEL,1192000,68000,2017,DAYTONA GREY,DIESEL,MANUAL
NEXON XZA PLUS AMT DIESEL S,1366000,30000,2020,TECTONIC BLUE,DIESEL,AMT
NEXON XZA PLUS AMT DIESEL S,1195000,71000,2017,FLAME RED,DIESEL,AMT
NEXON XZA PLUS AMT DIESEL S,1135000,51000,2018,CALGARY WHITE,DIESEL,AMT
NEXON XZA PLUS AMT DIESEL S,1355000,58000,2019,FOLIAGE GREEN,DIESEL,AMT
NEXON XZA PLUS AMT DIESEL S,1364000,31000,2020,PURE SILVER,DIESEL,AMT
NEXON XZA PLUS AMT DIESEL S,1194000,61000,2017,DAYTONA GREY,DIESEL,AMT
NEXON XZA PLUS DT ROOF AMT DIESEL,1447000,27000,2020,TECTONIC BLUE,DIESEL,AMT
NEXON XZA PLUS DT ROOF AMT DIESEL,1272000,67000,2017,FLAME RED,DIESEL,AMT
NEXON XZA PLUS DT ROOF AMT DIESEL,1437000,47000,2019,CALGARY WHITE,DIESEL,AMT
NEXON XZA PLUS DT ROOF AMT DIESEL,1406000,59000,2018,FOLIAGE GREEN,DIESEL,AMT
NEXON XZA PLUS DT ROOF AMT DIESEL,1427000,52000,2019,PURE SILVER,DIESEL,AMT
NEXON XZA PLUS DT ROOF AMT DIESEL,1267000,75000,2017,DAYTONA GREY,DIESEL,AMT
NEXON XZA PLUS (O) AMT DIESEL,1275000,69000,2017,TECTONIC BLUE,DIESEL,AMT
NEXON XZA PLUS (O) AMT DIESEL,1412000,49000,2018,FLAME RED,DIESEL,AMT
NEXON XZA PLUS (O) AMT DIESEL,1447000,31000,2020,CALGARY WHITE,DIESEL,AMT
NEXON XZA PLUS (O) AMT DIESEL,1432000,54000,2019,FOLIAGE GREEN,DIESEL,AMT
NEXON XZA PLUS (O) AMT DIESEL,1407000,53000,2018,PURE SILVER,DIESEL,AMT
NEXON XZA PLUS (O) AMT DIESEL,1435000,49000,2019,DAYTONA GREY,DIESEL,AMT
NEXON XZA PLUS DT ROOF (O) DIESEL AMT,1459000,35000,2020,TECTONIC BLUE,DIESEL,AMT
NEXON XZA PLUS DT ROOF (O) DIESEL AMT,1326000,58000,2018,FLAME RED,DIESEL,AMT
NEXON XZA PLUS DT ROOF (O) DIESEL AMT,1432000,59000,2019,CALGARY WHITE,DIESEL,AMT
NEXON XZA PLUS DT ROOF (O) DIESEL AMT,1272000,73000,2017,FOLIAGE GREEN,DIESEL,AMT
NEXON XZA PLUS DT ROOF (O) DIESEL AMT,1466000,36000,2020,PURE SILVER,DIESEL,AMT
NEXON XZA PLUS DT ROOF (O) DIESEL AMT,1329000,69000,2018,DAYTONA GREY,DIESEL,AMT
NEXON XE,586000,72000,2017,TECTONIC BLUE,PETROL,MANUAL
NEXON XE,634000,60000,2018,FLAME RED,PETROL,MANUAL
NEXON XE ,737000,38000,2020,CALGARY WHITE,PETROL,MANUAL
NEXON XE ,636000,53000,2018,FOLIAGE GREEN,PETROL,MANUAL
NEXON XE ,724000,54000,2019,PURE SILVER,PETROL,MANUAL
NEXON XE ,727000,44000,2020,DAYTONA GREY,PETROL,MANUAL
NEXON XM,586000,72000,2017,TECTONIC BLUE,PETROL,MANUAL
NEXON XM,634000,60000,2018,FLAME RED,PETROL,MANUAL
NEXON XM,737000,38000,2020,CALGARY WHITE,PETROL,MANUAL
NEXON XM,636000,53000,2018,FOLIAGE GREEN,PETROL,MANUAL
NEXON XM,837000,54000,2019,PURE SILVER,PETROL,MANUAL
NEXON XM,727000,44000,2020,DAYTONA GREY,PETROL,MANUAL
